date,account,baker_id
2022-03-01,4h8GXzDYjXwkPfFibHVUTxEP4rKwUB35M9ffA8pyrqZi7uHZTy,79400
2022-03-01,3pXHeDVKjJ5prbfbBqzZ3DRZG95V4iW2ELzU9iPvW6cCRb8gAn,66
2022-03-01,3h69GxPYW6fhU9BC5MrpWJS5avbXYEFCeqbw4FUja23Qz3uaCL,72628
2022-03-01,45mR7R2zdvc3XLHjuNaEqeRWXNVhQGsqAJW11VQWu5uQasEht1,74936
2022-03-01,4nTYTvyGR67cLmVSH1FGcEY6gjYQoZkaWRwUoBX4A5EpUvceiR,82497
2022-03-01,3p5ZBXUjJnp3zckF7o5pLHMvM5VfrnLXNnrvs9WFb2BsGCSbba,50724
2022-03-02,4VU8VJEk35mXeXCYbXcnb2387ns9XwNn6iWDnMJq8N2PAmfmKz,72629
2022-03-02,3ST4Qc3HCUkVUAqH1qL4BuCZnwmLnZAXd1jGJUauUJ7G23NVMp,82479
2022-03-02,3WBCvk4CrHZxdc8gFV6Y8HvCpA4xF1caM8yDQa4buXPgH2uVzk,3442
2022-03-03,37WzscPLwwmYmR62ngyD8KhRe9peuT6FCSSzY2gF1b761Aj7tk,81764
2022-03-04,4VYiSeL1zgVqY4Svrcjy6Ak63n1gGRTZQjbwoywurhXaqAB5Fo,1694
2022-03-04,4jpbLErtPKKbPHuMVdwJ4oCKF3fzEfXeSMyp5JCREvrpUgseag,198
2022-03-06,4gwpg49T8ixf9WsBLzorWfAQz7HNv622vbW4kGeDsh19wi5n8U,81790
2022-03-06,3DheZafBQfe2DfVDtafjJpYapdmXhd5ieRZdQFU6vLLPb3txR8,82555
2022-03-07,32a8TLfE67iJYgCFeCUFS7cECahEKP9ZkrHjF26nQi6c4qpzPr,82548
2022-03-07,398UQmYCTedug3ocEAGvPzobYPqGrrnVK5fAFHuzKPfsYaMWQi,2501
2022-03-07,4QxSUcK2T9VSH61fDHRip3zP9bTJZXADogo2xoGqEMniPA2N6P,27948
2022-03-08,4C5p4ZM1X9YTsqFvSipVyFjpjmjvukbdHZvvXhmDGe2aBLsvk4,76635
2022-03-08,4EJG7pY56A4X8DiDoafZFGXcheSHeHf2aNhSebbRsFp9RYhwM4,54277
2022-03-08,3mnFq2novVNLKHQdLEHozBnDWfdZ9j8DCm6EfXRYqrbcVfQgCP,82565
2022-03-08,4gC3tm5QQVeic2VDf9bDkbj4EpuEM1DsvKWEMRFp4ZkCcWyNvi,82579
2022-03-08,3TaiWkXL3MwhaqcdKwqmM9s7Fq8xMynArjJDwUrrUPnFejxMzk,82516
2022-03-09,4jtCHaBDbE86o9cqy72nWgnXCn4XmtVwsMS2uH4AGigbmVBcuC,82069
2022-03-10,3BYWEJhAUFhXorfPryKvesMN3DnaeDTiDAfeHiaVad17ShkoSY,82624
2022-03-10,3Jz3RfRhXKRPDfjpcm94XDisYL1SGpTN6TynCVAxL5kLFGaWv2,82311
2022-03-11,4FhyLtQ8rn8hXyyRNsaNKsu6t2csBBBhArBXHW9z98UakrbBMA,2223
2022-03-11,2x2u4CRmjMU47YJUHMvgrxAdhEtvrxamgRXkzpN3p1i2WhLWEG,82626
2022-03-13,3dTezgy9M995yknHEd4BP3QeYbQSZvkXPRurVfxjPvX3CjVnih,1173
2022-03-13,3Qf7cP9XeckFTe26xuGr1auQLguiSnvZukEf44hmJvKr4RX33P,82716
2022-03-13,3Hvw1EvGNRFbrcq9F1fRUtYbtkzSdUWCWSeUHMZdRf9ob8a7pu,2867
2022-03-14,3LZDiuL3rCj6BFkwkL1cYBCixzRfJ9r3UCasZnNLYzmfb9Tjw9,1518
2022-03-14,4445Cw34vuppo6Wkpm5DZL1DESyTFy9hgVmzJwD9E6F91Diebj,35281
2022-03-15,3XvT8EZs7v3UjbNbSst8SZdN45N4zxRJeBVJWCL2GU2muaq9YA,82599
2022-03-15,4iwAoDQFRezYng93ce2yPnBqf8xchJ13667nnWrxiheQ6SvEDY,82630
2022-03-15,4bfqSB5kd1Va8fsXLdj8xhmFi5PJVNeKS87eY6oFJEov7fLY9J,2703
2022-03-16,3MoLuwGQea8CNQvPaE1xJEhpect3g9bXxM2zeTsG9BsSdWRY66,973
2022-03-16,3Fnu1Gty8nZrPBVZ1si8jmbNoVta6wrrL5uKmmLxAbwKo8Kq78,82685
2022-03-17,3DkjjgLh3mQk7XyfendQEAeuLa1t9TiomHo4yBGEWoJ2n48vJh,1188
2022-03-17,3YMaPXJRRuS4j3xEBnZ42d3H6QYZXEukMPX6YgcyzCHiX27rj7,75654
2022-03-17,3GvbzBYB79G8zUuYdbgCwy3hPUkCMdvVzrDsJHn2vcKA6ux2hY,723
2022-03-17,4qoEfgbnHpjHw3RjmW7UkvMr4gHJ3PGPFXVkpwwFhFDjsJA3CV,1186
2022-03-18,4Wrd8Q7QHqeK9daYi95UP5QT8MHSvzoH5msVsfktF2RT9Z3LFk,60499
2022-03-19,3hUV6YYYnZsqY3h9WrjSH19HnoEkAheuDvwtHSGcCwhcTD86ig,1657
2022-03-21,4LmfBm5EKP4H5WcEzCJAJkPtSqGWxNAu7yhcr2cuLPnRuNDT5f,82815
2022-03-21,4iTc62hfmfqvFbjPHyESNTtEpJkKoQZi8fJLD2gxLKRCneDrYY,791
2022-03-22,44Enrtf7pss6NG4st9ijtVAX5X1xgMh51B1DXJCaUoNjCQc4ZX,82826
2022-03-23,3YAXEdg73XqU4D7wUuBTru2ygwpPQxYqMvX7pbLpBhTaMnFoZW,82821
2022-03-24,4nk4A6t7cVaH6v7fZCqRtWVC11WZjkSkFCfQtT7525BedJHtUr,972
2022-03-25,4bEqdbhvMbcktqhQsiuaRA46ZEe7o8PNTuGj5KhwYhStcgbGde,82701
2022-03-26,3XGAtokYCuuPRocTrYvJKi2JMfcLx1o7s36JUUCfDBSHi2SHBc,35964
2022-03-27,4G7d4kh4bvBgtFhXMz3wWBWjPQShM3Eyf1MYHoJGp8A3jWBdgT,34511
2022-03-28,4cpx6YPMBgjyy4TCnUwXAwkKWGPRZXVKLS8uM867kK2bCtzYuY,41275
2022-03-29,3mpvnZhWR6DJ4JLxbRFmhodvRZKdfTAXc8xeMNVGkRYXXH4ZJH,82702
2022-03-30,2xENJLjwTF6RupJv2NHsmDp3cXE6jb845RkKb9TJmvrDgZnpAw,1093
2022-03-30,3UwHa1mvFfP24r9xrPTDdAgLERfsM8wYoYe9kw8ucBJso1cDbC,526
2022-04-03,3tnRGfPYwTeJDbqqHBHo4pP2hRSp4PGBuy2ivvW9onsdKyHHRX,72054
2022-04-03,3BYeJ4UkXkjK48LjGhjTRsnYSZoM4rVAJ2PcBaTnrSoy2BZSPY,82964
2022-04-04,42oKpM82U2e5oPsURFkbaVx5qn5XF5XaWSAZAwxrSajjWXQjK1,82950
2022-04-05,4gTCN3B3GyNkyF5EqWXZmVBjYeg27eMFmGxe5FZvBYsumK6htR,82987
2022-04-05,4Lqzwpz1bsV77p9z1h7WfQ2X5caeqQz41KKVATj7PwuK2GPjVK,1433
2022-04-05,3ZGyRNM9xumPWnva2kWUX6tqJe4p4L9hz58jnKB3R2NjKNKnAC,72860
2022-04-06,3Froe3pdSr2ViWCWB7Esd2dXQ5P4W9FGvhZqmmAkfh9N8BC4Ln,83017
2022-04-07,4raf9N4bGzZawy9qyo7hZJ6ywnKHt8h2Tz2urYZV3RRuZTJZBT,82993
2022-04-07,4JG7grYgjAdnyA9nukGGU49ijmP1DKBQQGLppCMGW7BUSB2NnE,1883
2022-04-07,3dx81sszHnXfZ9Mw44pabQ9fbZiqGPtgXBbi6KLtHMXuJXAxuP,1115
2022-04-08,46KKpv3b68J4nfnQc1qA3X2QvcNc76cUqz5D4eULMk7SZKMgNB,82705
2022-04-08,4Lt8wtMdVekPzPBy1UF1RUQQsXgE5yW6F5wj1zfTT6RprczYjw,22006
2022-04-09,3nDiUUeTrHYrG2oqTCzz9tzg8SCpiR4LL7TFBjgKVEeBpkQEwE,83075
2022-04-09,3qwnChCwhTt7WrzBjQct2YkSgxqrdfXqotpZawGYZkaSwdwNxT,73611
2022-04-09,4aLZNqgmdM1N5JJRd9h88idXypPbri6odXR9rMEuD7VQxTeGvv,83079
2022-04-09,4VYm2qx7dViwhqobzznLBM4oeixZxDmWZ6pYCckczXePJ4ZvdZ,83078
2022-04-10,3qWhr8B4jNGui4YAGUjtCS1ABkWWoVoMQhe8GyktNvDookXpMF,83098
2022-04-13,4h5h9ker57hB5puun1Tm9Q7FV8LRAUKsUDLSRWaYsQL1dp6n7s,1637
2022-04-13,42yLLSiHGKV5Zt3A8u6BrxxL4ma72g3gZAHaaVQyE5rNGr4MnT,83104
2022-04-14,3vE4c72bqeCegyUhNiebhvPXTGN1TQMCivAmdfZ1XqBrCutzzA,83002
2022-04-14,4fnTVzqxfSmKRJdKSBEv6KQcSx6bwSQQia9Bjbv4hPyS8dMcbR,83137
2022-04-14,3LFNRq68kxRCVqxaTXiPrSddzHNpjYBxSH3JH4GVGCVjwDJzJr,83028
2022-04-16,3gxB58Ykuqc8UmvjD7vNRZ2dSFyQBN1ZtzUh5ZLV7cAK7cppBK,83133
2022-04-17,4ZtAUaD8ak6YjAQ22FhJDMEG9YR35EF5KtDHbqt9WsdUdSMLBz,1750
2022-04-19,3KeaiabvNPsxPXt3a2tzbb6SrfUwCsA9oy7C2g3fdNyXPST8o1,3223
2022-04-20,3NYqTrTQB6rkm2U2ZgsBHQpcNRGwif7RzWeGf4cVhrUcJsWR5R,82322
2022-04-20,411P2xHWT11VxPPg8NwxLJDaPfdQQUoqPJvsHHKnjDmYZknHUU,82929
2022-04-22,44FoXgNHg2xAJ89sepkVywiUgjWrv5a9P2tYKpoGmbF9CLFDK9,10655
2022-04-23,4XE6Xya1rMXNsk5kQrArZwKCTsWJwSESu9nseYVcGQLpL9iNZq,35712
2022-04-23,4Jh7zRzGAGPZ4KdQ6hCejEB1xNF7ge2n9aQMjx5QzaDTerBSp5,83249
2022-04-24,48SLdRrr6Rs7yXCGa6oYgA5iQ18Vu4CuoxaYxV9DR5w3bUscUL,83218
2022-04-26,34atQigLsbxAFKDVbfzxMaL9iUzB3EHwUanp334KomgXkfLuyY,82972
2022-04-26,4p7Rwu9qanxRz6VJ5VJqcC2pqUgAyuxpLHysq32bZM1xnNLTAR,82057
2022-04-28,3YiAuVtEDppM3FnhdM3ewFkkDUdNVT9J63x8o9UesntXtHYAG3,75595
2022-04-30,3FpTPxKhRkW4XDFucq3J91YL6YSumUSYM1QAjEDHYNcGfbS3xR,72563
2022-05-02,3HN8wHFFJpbm5tADNiFEKXDy4dSFmsaWxeT7EzrfRP7p5GHhgz,83458
2022-05-05,2xyfPeFm5DWKVj4wncYzVHjCSMh6jUXEPwci2AP38Nua9o1BuZ,76154
2022-05-06,3wiw27u3JYBbEG7UEjggEu1jQmQymGQH9TknkUAXuYhhGeba7p,83434
2022-05-09,3EgLLpKpANhEtXJ9biZLaKzWRvpnx7inqqh6b3pQsjJv7ywL8B,82888
2022-05-17,4mtnxmpwFte7sPj44JeFK6ox3nGnaCBFpJ5CNHRVQSXpCr3Azo,660
2022-05-26,3WMhW7F8kCRpGAcRGxpd1Qxo6L6Keapjfx8kRv2mypWdXg9VHz,2070
2022-05-28,3PLPdTHs96C47M2kuLJRFojNTpgVm25zftm9nFeV1B5zYhzMF8,83962
2022-05-29,4oh1ur33mxSV7iHzbxra72GyrZGfmrcG2sTMtJSbpHCFzfg8tD,82367
2022-06-02,3qiYg8LYEQv7zSeVdaoqtgsYqrJY2rsx2MVPd7To2mdMT6AiRz,72871
2022-06-02,3UGrWaGWQeLqkR8xBcTtxqm5gFGpBftohfWCPAR9zAK2t1ij2E,3351
2022-06-06,45UooiikS9pxPMxQZmqiMbx4XkbMKx62wkExTYtabDgx9UcoMF,84042
2022-06-06,3c3nzr9h9QS82dC4gv1dy8HEkF1pSYPVqgjDV1Hkpaq5fGJQPQ,815
2022-06-09,3MaUNBgVyZCJpgRTn1T1T8XUqEpjWeicoLTMCusaDZc4biWiQu,72593
2022-06-10,4NmDxH2gu2FmKFvaP4ZuiKbhb7ahszFdoBbQ1SLfAiwq4hGfVs,84059
2022-06-19,43B4J8QE3NweMVTQMVHLaftyqWt5haJivLyGoyLy2echmdXaGC,84134
2022-06-24,3FYJZJkxgMtby5tqkwhq8dKWztLkAJYdVKKR3EbgNkNPbuN9Bi,84252
2022-06-27,43PudPjyUoZ9gTvWHyoLujsxx3UGjozdmzbteKxiM7nyAH7d3C,73457
2022-06-27,4eLLi9MkaxgaGKvjCFQxS1NyPdfZaTj7GcZ6ECT6ez752WAs4S,82293
2022-06-27,3u4jGXHQJaG2dtUJmphGYVrF7u39x24YVzRMUTjxZ8YcUeEWif,3435
2022-06-27,3QT6zzrtvxWjL4Qh1kkM3WFBxR8b887faQFjEXagZmaz7AeL8C,84270
2022-06-27,35eXiDG4r9fzf5qyMp2oXYPseNUa6CDA97TKmqp95QM41D7LSi,84027
2022-06-29,3JVFJXESJHthAkFahA1sYYkKcmk1VyEVGrr5F1CaZKVKWjCtUx,84271
2022-06-29,3aod5oyX3cveVkBgSP4LEBqf8dvhEeEMEU9XAS2JsTwETYyBxX,72445
2022-06-29,4MCGfvLixukQZAc26BBBrt7fnxWUVPXYP8nVNfFvEZivhfjySa,83101
2022-06-30,4rTBnt6Ae2Tdp5p4yBjD8KiQLU8dogc5aZrCeFeoUXMSYjuPP3,84321
2022-07-01,38Sj24PvFDVjczgvm7kre1KUpJ4rQkgV3Mf7ztN8ykMDGXKUAF,812
2022-07-02,4WKNV4uQ3y2UeEFLAjyBW5s2bgvQwxsp2boGr3kyndzNX23E8z,1507
2022-07-02,4fMtmAQyacpbxYcJTbbVwGoVuFj3JnwE245QR4LsXvLjuPbPGV,84398
2022-07-02,4MnYHoTezFwAd3QhKc9CB7dCjSpFGGA1bdUhDHACb58f1xUUuq,35186
2022-07-05,3AoCqfjPvAUkQRonNTQ9qLeGnhdkrQ6hx7ULcnocX7gDjtX2YX,84424
2022-07-05,3KURyJNEm4UoXbsRALFvQw5E2wMxpu39GSn6PiYPEjmopS2D6i,84392
2022-07-07,4LmBtZLtmHt784X6z1btjQiDEWv1AjRmcfp5aKbeP1hqaxV5U2,84292
2022-07-07,3sJHkUSwsDXgtmyS3WVshBV5saTi4ncpFrvKgAbznV8xDduztu,84441
2022-07-08,35RR849AEGr2tgwBKRmnDYJW8ZWtvF5hBtVZYWeodqVYbWYH9P,84476
2022-07-09,3iuA4A1YabL8nUgGD2eEEdVQdDAfNoXb6K6C4dwzoyDCtQmfS4,36627
2022-07-09,3CzsQ3HMw54fuTHnonrz8uZyo9TzasRrZnEcCrcqG2JFoPk462,73208
2022-07-10,4FnPC5dgtJPyTixCieXFJZDxGoQ5mx7YCbKZyY5sXAepbSPYKW,84485
2022-07-11,4TAHfyk2dngyPCZ2mXd4cu1DPbhhhjLLN7c4zY1nXrcutxL7Gt,84470
2022-07-11,4hzu73UAANqLyEVFgqLtwwuZzzuoifNDjq7gNcvQefoHXFHNuN,34279
2022-07-12,3aCihwgDAddwDpTVeqwjYMtbNtWHxRtqrMohQt81sDUivh3eUY,2069
2022-07-13,3kr3Zice8pSYiY4zDpr5P87kMWJBuqkLdJoCDt1g9fY2gquk2P,81995
2022-07-13,3f4u6WHsLVCFfoEJagtSWBk2NaZWxQ6j8WjrUnH5ibLSQ8gXMw,57556
2022-07-14,3ysFgFyjrchMf7GM2jyxmuv6zC1wxXYddJwe3Xz4SV5KXJbwNZ,84552
2022-07-20,4DwcLBpkoaJQtohhT4DsJC3AQKGero1m61bKh9GPySNrrfbCQN,1429
2022-07-23,4hiuansfZZEDn7TXumoeTLV2u2cz4VA31knBmtqkDSfhVMbUhw,1161
2022-07-23,4HRNxadiD3L8XhMtuKe92VjAKXuYsuF5ERAaZZAbJ2Q9wSaQB1,81378
2022-07-27,4jdWFw565gE3XwtbnwJVKR7qaKAfjjBuPpyLWJjT6fBFQTG519,84678
2022-08-04,3GuEXL9nmZFjNaxAFDUAYcdB1AourVfRUenNm2ihD9mCA5GyEU,83151
2022-08-04,4YUYsCkqFBKtxSSCq9hWK8VQh1WU2rEv1Y8i6727WZwcZjuKq4,2240
2022-08-06,3qCjVic9aCfhnG4FKhg3BKHyPnhgDEKEPrzVA8n2veR3s7YDwY,1032
2022-08-08,4pcc2eDzUAJ8FWvKB4s393YdTHhgBZNwrbpVAUS3YghjMxMkgF,84011
2022-08-09,3Y9idQF3E3qGSG69oyHBPKee94Q9g3fLRpQfcNinVrtWqiUb1o,84849
2022-08-15,4icLUR2kyUBweu7Bjw2329smg9kQ69XbQhCMQ3NGYhar7vECo7,84885
2022-08-15,4YsuH4zBpBMsTNqabZQv8AxXmGCVTCYTU8nZgtReN6L5oVMPYa,84886
2022-08-16,4stBn1a3gPiUvvb6aGqzcFqNrVzCKzMUHAaJmEyuuPHZfpz3V2,82519
2022-08-18,3SgDfroQrC3rRuG4nb479qQvpKPB6syGKmms4Dv9ugJnJu27ht,19585
2022-08-19,3bDaykbANUHcxbC1DBc4XHVC2mUhWFzFk1GScocQEA1ZFxiA56,82204
2022-08-24,3SRL918TNTVG1W6zy7HCpsQf9dJo46dCWXzqyCj4GnGNPcUZzc,85006
2022-08-28,45b3uxHTwdgLs7yEmGJfaYD7M5KXPPC6bdSRx2kswdshNku7b4,84948
2022-09-01,3bM61AcHSrvgFrNGgB1rhVAWm5Mis3BLyrnEEFXYrkBeRnHG7o,604
2022-09-02,4S3kmgy5pE7BEYU6xkLE9c22YPnkE8iU15ihhXqiYWVa9s19CC,85075
2022-09-03,3j7jurqu5jt7RD52EYTPPfzftVuvqfWfvVN9PdgwVdrrrpNis8,17560
2022-09-06,4BEUTv3eUv1HNLodttBVMWs7wxTwT1ATgLWQoSpjuDRC6snx3W,84882
2022-09-06,4iD6hhUAYCN1j1RY7TJz9UY31AdxkoTr5D8T7AypvgN5baqEAX,3430
2022-09-07,4SwWCUYCzo6aQXLYMUnh8UJoM2yEv2bdCRoefgV6AvTXvT3PEs,85134
2022-09-09,46j4KBr3ZzDgg7aByeaAWkrUfjzTXPwTSAU8Edh9CHX58y74oz,84285
2022-09-12,3Bnac9oYYiqD8AkTBjgwCDps6uK5SVS1ZfFJkm8Vh41NmRphpo,85171
2022-09-14,4rae7oz6gSJ7fMHauhsrBohSrBie4t9uB1X3NF3422P4ZoHehC,85187
2022-09-14,4KEmhchSWfmWPXANaRaPmDr4XcBWK5UFAVfnzGgKAcbv8ysZfS,85192
2022-09-15,3bqiKxA2xE7FPWix2XVCDuopQYhiaPKhoxyjjioVx83Gvkcsd2,85189
2022-09-16,4R1Jx9hGnbMAXqEbR67fHbaFJ3V87NS92rsEaAzZGNh4LPBphj,72968
2022-09-17,4o2EjumtmyJE33cKZEaCNHgbfaykGBosdHdMWXg8s3zH4pw3hN,85223
2022-09-21,3itDMZapqxhcBVKHvyZLb7eZBrTHCJn9PodCbmefFnaFqjrEtj,85261
2022-09-29,4fUvsDx6krnWrKxQwHD6YJua9SjsQDMPWnj8PuYXWdGzk8NMvq,2535
2022-09-30,3t2EHuqAFAvSHdMu88sS8eDsYDpT8zRDHFtqP7f2wH8kYUoFm5,85440
2022-10-04,3KyNGWF3xjVx1sCMJqsSjaDLtdMNC8y92aSFSp3G5jrSM6dAqY,85478
2022-10-18,4MHTmu9KqcLJgds6DwdDVPx12UX17ksV6Y5W96qLa5UohAWomR,85583
2022-10-20,3cs3xr7VwJRyq2vjNf7YBqmureXQGeYYsjpH4mVh5LcvaTkeGP,85634
2022-10-22,2zm7Qkv22cNa31VvERg7Y874MmT5oG7iDm44CC5BghZfYVzVn2,85645
2022-10-22,3VqpzqiHtHX1SqjdhLX38KHy29i1wWJ123pM6pBcGAa18ZZQvd,1307
2022-10-23,3QBgUVZgiaQteAjfoyv9au8ruQGTpmAV3VSvhPaTTsWT372Bmg,80387
2022-10-24,3pY4CHN3t4bvMQP3xWumEMSHrLnoYVqpKrKxw3Z228hgW1GyEi,85660
2022-11-11,4R3RDXtQMfFFpEDsoftWfug7kBjCwzCoydrCZ8Jt7EsmGqFGMR,85813
2022-11-13,2xxQruBfpdRbHAzU3TdH2sHtthdbXdp1yMHS1ws88FgEX9KwHr,85822
2022-11-15,3CWk8pwjRsK1qG33cJ4QzvbScf5ytwXWtGT7pL5k8Vah17jZF8,85751
2022-11-16,4nz9N8Ds94SyPLW2aLKHFjXE6pJUTYJUC2F4oQ9v2QaXFqeUJg,85879
2022-11-20,3Zabkx5JPpuRYP823SarDYBpaov53GZ99PSR1u87g4GkEsFbUz,85951
2022-11-21,4kpcyet1RMTExzujDVToqNLFnG7aLgp2e7hihmU4qo6XY9ANro,85970
2022-11-26,2zLNGqtD9YJqtNgD48fcc4JeivD2KBUqxZ21wtMvaY4duZ4sUD,86054
2022-12-02,3zxyUZHWbkgVwhx5FXnsGReptWfFpnW8G4zjJFNiMFzFgVM8eT,85886
2022-12-05,32E4LEuPsqqb3r4XHtxhaUQFiwohWLD1GodaoocBmEucK4k3Bz,86165
2022-12-07,3L5GcGnub4uP3NQxdpusrvYGL27BUTMd2HyvvtjJQdVXR6XWpQ,86225
2022-12-08,4k5ToSMTk7wEhvFVLTd4ssF5otKabCgwmkQsKg4kywFkKdYp6d,85579
2022-12-16,4KRGpTnGBAAtzAjtQdsGBuhUF7w7woaqmx35cNNNFKkgmbRdo9,86345
2022-12-17,3o6V7DhYYzj23YzRvR86KuTLyp2nKmvfobPq6c2Gz9bfZ5GpyN,86363
2022-12-25,4GqTyoyPH4kYgCs6S93vK6oG5gi1APi9CkL9gchK7PnyNduMgU,86418
2022-12-27,4ZZsM6Qk34Cp3pS6HhNhVtt8vv4uRsU2ahs4QRDd4MJgAmoVmB,2308
2022-12-28,38nkV5kn1iUSdc5eREnkcZvp6pQTokkWrsPiUVAnh6DYYFX5w6,86300
2022-12-29,3ceSeFRZdmAmPMPb62d2wFdPdQryv61RRyTd2HG4Mdbtyxcs3V,86427
2022-12-30,4nhpSCCUuAZsma5r9dr3PYN6KuzRqZMDvVNKhc2jwVVcvumKU2,86456
2023-01-03,3hPZYYYZVYCCaF2Udqo8WSHuLjVKcKK4UrjheQYRsGrgYEgDRi,86480
2023-01-04,4kxhpCDrQxi51wJWqKy8cZynKUrUAxhLouBCucTjoWbJX9QG9M,560
2023-01-12,45Y6mqoAWDkhDkKMbmgk4MVDBzrsQ8kAgdp67kzTpXAtD7LkS4,86318
2023-01-12,32uWUBDwroZUrLDtTk4SpLFc3DVneKQQsSRDV795ir2zUedJ2y,86549
2023-01-13,4qnJL9cri7dG2irmBF1qH13eRj99ucC4hSXLJxkmNxzrM3NfUr,86161
2023-01-14,3KnkhSw75pfXt6Fduuh8WZuhuhYjqAQqCrvbvaXhgU4Ep6egZ8,86552
2023-01-17,3tzEpMUDf6UrBGucMAWudWdMeHkiojy5ojhbXDBp5Qv8quLYEL,86582
2023-01-24,44XtWH5QDqPovPDLYLsMmQnFkVLJphUEWhrKy8c2wJCb73Awdm,86617
2023-01-26,3mbPocPQJGS86cB6FvGjYmAYCNSJ3cvNk1xknsmE3ef2qBPjn9,86640
2023-01-26,3ykcaMcEw9Gqw8u4ChkpYyV1NYt2gY8n31tteBJ3c7q1bV64ei,1756
2023-01-28,49XvJCMRvCxq5WDYgmJLBuMZre5v8FYEmjTxqQWRY4BD31jKn8,86668
2023-01-29,3aRcnzEzrTWYpHFYEg82DpBEMJRQ7MiSPqNcWua5rm4Y9U1U7B,86689
2023-01-30,4qGb5mwCjiz9Fcij9qyYDQyCtWAfHBoQowSJawpVJ7WLgAoYJR,86739
2023-01-31,3QQcDjt5CMtdz8Q8h9dgeudbXMVtNE78EkqrDWRc6n2Edxedz6,5710
2023-02-01,4g3MJYkSt2mW1oqiH387uKD1dQXMHZuo5mmX3i2413odiJiYMG,86760
2023-02-08,4B7K4um8oMtzsVLAQGsoKQvxtFQ4x6WHGa4E2jvYvida6WgQV2,73898
2023-02-13,4oadUEQzM1jygRiyHd2vCt4b2fFPdj9rLAqmyN3LtHSbsRDN4w,87236
2023-02-15,4AHR2fCbBCaJDuX5x2gdfKCWQi1K8aUNPBKrmvCS9amEq6h7Sy,85825
2023-02-25,4H45gcmqNVHJsmqKH3YidfpveiX91miJ4YYpmYzomLQN1fE6p6,86534
2023-03-25,3jWVLLYK94t9T6tpdKwnsTTevnRvbvL3rgmjoNdJvpjHsmskDp,84070
2023-03-28,4AR7L7EbmcMxgPy5K4YcoWe1zTBoZTCBE3eTwkvnbd3nvLAHTu,88441
2023-03-28,34Fsgh34J1MXFYjj5QgJEjSNogA1rQ7RhZacn5QMQ4ktvv5v6r,86198
2023-03-30,44aNHniRYcYkNUDPetbu1AesVbZGQAT3PeP2iW41Sz75o2jEUC,88822
2023-04-04,4mf2QSYuLnSZu7hpgqUNKPYJkMSH1bJufYfRbSdPsE2vgZsYqW,89075
2023-04-12,3e5F13P33VA6taxX2FyB8KaSQRFM64x8ypXe3gVnx22c7RskNZ,85599
2023-04-14,3ckaGNCqpp7TBih3WbLs4XCtWJAHMYYVoktM81Ksmcm82yiXNR,89161
2023-04-27,39ykPJ6HyZZrmrNGNdciAo1nN17jWCauuQJkaHJk6WHA4dyayA,89256
2023-04-28,2zX3mhA1dDtTeeGKNk88UV2577zRWNVcCEp5zPiUryABsNSU3W,89084
2023-05-08,4Ay6SNyL94oWjdMfxB8GdfRZh5pLCpUQtxASmEoNShJoEb4F3g,89288
2023-05-09,39wYBUrYuzaC6fACyF1VbBmRm1HFXPQt7AwjS5jpRmmTX2MSR5,89307
2023-05-17,4syVkeWExw3tPJpjfag3vv51dcGozZQVwKtr1LYPA3HwXBhc4R,89410
